idaction,name,hash,type,url_prefix
1525,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1781&product=6608&quoteId=1344&seller=91,3007389781,1,2.0
1526,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1344&rfqId=1781&sellerId=91,2030968822,1,2.0
1527,devpy.vipani.ai/order-management/sent-to-supplier?id=1058,2758409092,1,2.0
1528,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1058,3240184873,1,2.0
1529,devpy.vipani.ai/order-management/create-invoice?poId=1057,2647545587,1,2.0
1530,devpy.vipani.ai/order-management/send-to-buyer?id=1057,1050572890,1,2.0
1531,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=778,2187696221,1,2.0
1532,devpy.vipani.ai/order-management/create-invoice?poId=1058,225528674,1,2.0
1533,devpy.vipani.ai/order-management/send-to-buyer?id=1058,2921424331,1,2.0
1534,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=779,4116883659,1,2.0
1535,devpy.vipani.ai/order-management/invoice-approve?invoiceId=779&invoiceType=parent,558970788,1,2.0
1536,devpy.vipani.ai/order-management/po-make-payemnt?invoiceId=779&invoiceType=parent,601230405,1,2.0
1537,devpy.vipani.ai/order-management/create-invoice?poId=1059,2054585332,1,2.0
1538,devpy.vipani.ai/order-management/send-to-buyer?id=1059,3643168093,1,2.0
1539,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=780,187042976,1,2.0
1540,devpy.vipani.ai/order-management/invoice-approve?invoiceId=780&invoiceType=parent,2516079998,1,2.0
1541,devpy.vipani.ai/order-management/po-make-payemnt?invoiceId=780&invoiceType=parent,2541711007,1,2.0
1542,devpy.vipani.ai/order-management/seller-parent-invoice?invoiceId=780&invoiceType=parent,2232777164,1,2.0
1543,devpy.vipani.ai/order-management/seller-invoice-view?invoiceId=843&invoiceType=child,3060995170,1,2.0
1544,devpy.vipani.ai/order-management/create-asn/843,3658714399,1,2.0
1545,devpy.vipani.ai/order-management/seller-shipment-details/843,2887420354,1,2.0
1546,devpy.vipani.ai/order-management/create-dc/741,2704330588,1,2.0
1547,devpy.vipani.ai/order-management/request-grn/741,1822211932,1,2.0
1548,devpy.vipani.ai/prf/add-product/225,1219626244,1,2.0
1549,devpy.vipani.ai/prf/prf-details/225,354935901,1,2.0
1550,devpy.vipani.ai/auction/product-info/553,3181580821,1,2.0
1551,devpy.vipani.ai/auction/bidder-req/553,1769081088,1,2.0
1552,devpy.vipani.ai/auction/payment/553,702809320,1,2.0
1553,devpy.vipani.ai/auction/seller-auction-details/553,221144147,1,2.0
1554,devpy.vipani.ai/hub/post-details/1012,174112205,1,2.0
1555,devpy.vipani.ai/hub/post-details/1016,218986964,1,2.0
1556,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1783,3421173087,1,2.0
1557,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1782,3169699273,1,2.0
1558,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1782,1958805640,1,2.0
1559,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1782,878225130,1,2.0
1560,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1782,3289573217,1,2.0
1561,devpy.vipani.ai/rfq/sellers/rfq-details/1782,2129039758,1,2.0
1562,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6620,%22rfqID%22:1782%7D",1331964650,1,2.0
1563,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6621,%22rfqID%22:1782%7D",3502156148,1,2.0
1564,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6619,%22rfqID%22:1782%7D",3425963330,1,2.0
1565,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6618,%22rfqID%22:1782%7D",1408143068,1,2.0
1566,devpy.vipani.ai/rfq/buyer/create_rfq/1783,1713005561,1,2.0
1567,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1785,579424362,1,2.0
1568,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1784,1435394300,1,2.0
1569,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1784,2644682173,1,2.0
1570,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1784,3711632351,1,2.0
1571,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1784,762397268,1,2.0
1572,devpy.vipani.ai/rfq/sellers/rfq-details/1784,2542089403,1,2.0
1573,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6627,%22rfqID%22:1784%7D",65598318,1,2.0
1574,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6628,%22rfqID%22:1784%7D",1342012480,1,2.0
3156,devpy.vipani.ai/prf/prf-details/233,3848237097,1,2.0
1575,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6626,%22rfqID%22:1784%7D",2620551408,1,2.0
1576,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6625,%22rfqID%22:1784%7D",3878482451,1,2.0
1577,devpy.vipani.ai/rfq/buyer/create_rfq/1785,2407122636,1,2.0
1578,devpy.vipani.ai/rfq/buyer/rfq-details/1784,1901535599,1,2.0
1579,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1786,3145728464,1,2.0
1580,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1787,3431412038,1,2.0
1581,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1787,78377991,1,2.0
1582,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1787,1144148581,1,2.0
1583,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1787,3027768302,1,2.0
1584,devpy.vipani.ai/rfq/sellers/rfq-details/1787,244081921,1,2.0
1585,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6634,%22rfqID%22:1787%7D",2104212131,1,2.0
1586,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6635,%22rfqID%22:1787%7D",3803265341,1,2.0
1587,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6633,%22rfqID%22:1787%7D",344734971,1,2.0
1588,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6632,%22rfqID%22:1787%7D",2337718117,1,2.0
1589,devpy.vipani.ai/rfq/buyer/rfq-details/1787,3898503381,1,2.0
1590,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1787&product=6630,53037,1,2.0
1591,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1787&product=6631,1997012923,1,2.0
1592,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1788,1547185367,1,2.0
1593,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1789,725556289,1,2.0
1594,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1789,3809728768,1,2.0
1595,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1789,2743762786,1,2.0
1596,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1789,1405107945,1,2.0
1597,devpy.vipani.ai/rfq/sellers/rfq-details/1789,3912517638,1,2.0
1598,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6641,%22rfqID%22:1789%7D",1968076021,1,2.0
1599,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6642,%22rfqID%22:1789%7D",240186902,1,2.0
1600,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6640,%22rfqID%22:1789%7D",3935631211,1,2.0
1601,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6639,%22rfqID%22:1789%7D",895828931,1,2.0
1602,devpy.vipani.ai/rfq/buyer/rfq-details/1789,266755538,1,2.0
1603,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1789&product=6637,1442778894,1,2.0
1604,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1789&product=6638,3309310623,1,2.0
1605,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1789&product=6637&quoteId=1351&seller=91,1408094364,1,2.0
1606,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1351&rfqId=1789&sellerId=91,1856350189,1,2.0
1607,devpy.vipani.ai/order-management/sent-to-supplier?id=1060,2174689397,1,2.0
1608,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1060,3839334360,1,2.0
1609,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1789&product=6638&quoteId=1352&seller=91,689618260,1,2.0
1610,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1352&rfqId=1789&sellerId=91,918228677,1,2.0
1611,devpy.vipani.ai/order-management/sent-to-supplier?id=1061,4137160931,1,2.0
1612,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1061,2479925070,1,2.0
1613,devpy.vipani.ai/order-management/create-invoice?poId=1060,679973011,1,2.0
1614,devpy.vipani.ai/order-management/send-to-buyer?id=1060,2346171962,1,2.0
1615,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=781,2082552886,1,2.0
1616,devpy.vipani.ai/order-management/create-invoice?poId=1061,1602265093,1,2.0
1617,devpy.vipani.ai/order-management/send-to-buyer?id=1061,4241526444,1,2.0
1618,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=782,3844631948,1,2.0
1619,devpy.vipani.ai/order-management/invoice-approve?invoiceId=782&invoiceType=parent,1597383666,1,2.0
1620,devpy.vipani.ai/order-management/po-make-payemnt?invoiceId=782&invoiceType=parent,1571887123,1,2.0
1621,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1061&poId=1061,793985634,1,2.0
1622,devpy.vipani.ai/order-management/invoice-approve?invoiceId=781&invoiceType=parent,4036980280,1,2.0
1623,devpy.vipani.ai/order-management/po-make-payemnt?invoiceId=781&invoiceType=parent,4061681113,1,2.0
1624,devpy.vipani.ai/order-management/seller-parent-invoice?invoiceId=782&invoiceType=parent,1339756352,1,2.0
1625,devpy.vipani.ai/prf/add-product/226,3518715070,1,2.0
1626,devpy.vipani.ai/prf/prf-details/226,2351871463,1,2.0
1627,devpy.vipani.ai/auction/product-info/554,600278966,1,2.0
1628,devpy.vipani.ai/rfq/buyer/create_rfq/1790,3859284738,1,2.0
1629,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1790,2211729637,1,2.0
1630,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1790,3276666503,1,2.0
1631,devpy.vipani.ai/auction/bidder-req/554,4145454243,1,2.0
1632,devpy.vipani.ai/auction/payment/554,3078656331,1,2.0
1633,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1792,2784425096,1,2.0
1634,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1791,1023386930,1,2.0
1635,devpy.vipani.ai/auction/seller-auction-details/554,2471162352,1,2.0
1636,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1792,1843016137,1,2.0
1637,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1792,759404459,1,2.0
1638,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1792,3708409376,1,2.0
1639,devpy.vipani.ai/rfq/sellers/rfq-details/1792,1744675023,1,2.0
1640,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6649,%22rfqID%22:1792%7D",3135099698,1,2.0
1641,devpy.vipani.ai/buyer-auction/buyer-auction-details/554,4003807623,1,2.0
1642,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6650,%22rfqID%22:1792%7D",400375066,1,2.0
1643,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6648,%22rfqID%22:1792%7D",621236396,1,2.0
1644,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6647,%22rfqID%22:1792%7D",1762844546,1,2.0
1645,devpy.vipani.ai/rfq/buyer/rfq-details/1792,2167387419,1,2.0
1646,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1792&product=6645,41097440,1,2.0
1647,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1792&product=6646,2608482650,1,2.0
1648,devpy.vipani.ai/rfq/sellers/rfq-details/1793,284856409,1,2.0
1649,devpy.vipani.ai/deal-room/rfq/1141/chat,3704518257,1,2.0
1650,devpy.vipani.ai/rfq/buyer/rfq-details/1793,4129850765,1,2.0
1651,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1793&product=6651,2164919502,1,2.0
1652,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1793&product=6651&quoteId=1355&seller=91,3010323723,1,2.0
1653,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1355&rfqId=1793&sellerId=91,2700328674,1,2.0
1654,devpy.vipani.ai/order-management/sent-to-supplier?id=1064,2264065132,1,2.0
1655,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1064,3820639169,1,2.0
1656,devpy.vipani.ai/order-management/create-invoice?poId=1064,803886218,1,2.0
1657,devpy.vipani.ai/order-management/send-to-buyer?id=1064,2361031203,1,2.0
1658,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=785,2068641839,1,2.0
1659,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1792&product=6645&quoteId=1353&seller=91,396703238,1,2.0
1660,devpy.vipani.ai/order-management/invoice-approve?invoiceId=785&invoiceType=parent,3195176289,1,2.0
1661,devpy.vipani.ai/order-management/po-make-payemnt?invoiceId=785&invoiceType=parent,3170221696,1,2.0
1662,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1353&rfqId=1792&sellerId=91,3445110071,1,2.0
1663,devpy.vipani.ai/order-management/sent-to-supplier?id=1065,4059419898,1,2.0
1664,devpy.vipani.ai/order-management/seller-parent-invoice?invoiceId=785&invoiceType=parent,2929699283,1,2.0
1665,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1065,2495439703,1,2.0
1666,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1792&product=6646&quoteId=1354&seller=91,1719700141,1,2.0
1667,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1354&rfqId=1792&sellerId=91,4232053312,1,2.0
1668,devpy.vipani.ai/order-management/sent-to-supplier?id=1066,1761379648,1,2.0
1669,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1066,229913325,1,2.0
1670,devpy.vipani.ai/order-management/seller-invoice-view?invoiceId=846&invoiceType=child,2298059224,1,2.0
1671,devpy.vipani.ai/order-management/seller-invoice-view?invoiceId=847&invoiceType=child,1595611520,1,2.0
1672,devpy.vipani.ai/order-management/create-invoice?poId=1065,1491952668,1,2.0
1673,devpy.vipani.ai/order-management/send-to-buyer?id=1065,4223486645,1,2.0
1674,devpy.vipani.ai/order-management/create-asn/846,2860087696,1,2.0
1675,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=786,3796216213,1,2.0
1676,devpy.vipani.ai/order-management/seller-shipment-details/846,3698359629,1,2.0
1677,devpy.vipani.ai/order-management/create-asn/847,3716040966,1,2.0
1678,devpy.vipani.ai/order-management/seller-shipment-details/847,2876722651,1,2.0
1679,devpy.vipani.ai/order-management/create-invoice?poId=1066,3252958630,1,2.0
1680,devpy.vipani.ai/order-management/send-to-buyer?id=1066,1655970575,1,2.0
1681,devpy.vipani.ai/order-management/create-dc/742,943300326,1,2.0
1682,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=788,100500626,1,2.0
1683,devpy.vipani.ai/order-management/request-grn/742,4120243942,1,2.0
1684,devpy.vipani.ai/order-management/create-dc/743,1329507952,1,2.0
1685,devpy.vipani.ai/order-management/request-grn/743,2190663280,1,2.0
1686,devpy.vipani.ai/order-management/invoice-approve?invoiceId=788&invoiceType=parent,136545228,1,2.0
1687,devpy.vipani.ai/order-management/po-make-payemnt?invoiceId=788&invoiceType=parent,178567213,1,2.0
1688,devpy.vipani.ai/order-management/invoice-approve?invoiceId=787&invoiceType=parent,1958540269,1,2.0
1689,devpy.vipani.ai/order-management/po-make-payemnt?invoiceId=787&invoiceType=parent,1983629324,1,2.0
1690,devpy.vipani.ai/auction/product-info/555,1421915936,1,2.0
1691,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1794,1284854205,1,2.0
1692,devpy.vipani.ai/auction/bidder-req/555,2148641845,1,2.0
1693,devpy.vipani.ai/auction/payment/555,3230114269,1,2.0
1694,devpy.vipani.ai/auction/seller-auction-details/555,3830301030,1,2.0
1695,devpy.vipani.ai/order-management/seller-parent-invoice?invoiceId=788&invoiceType=parent,416198526,1,2.0
1696,devpy.vipani.ai/buyer-auction/buyer-auction-details/555,2577559825,1,2.0
1697,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1795,999448875,1,2.0
1698,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1796,2728079505,1,2.0
1699,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1796,1790440912,1,2.0
1700,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1795,4089357418,1,2.0
1701,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1796,707679154,1,2.0
1702,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1795,3005678088,1,2.0
1703,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1796,3663991353,1,2.0
1704,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1795,1131234179,1,2.0
1705,devpy.vipani.ai/rfq/sellers/rfq-details/1795,4187567468,1,2.0
1706,devpy.vipani.ai/deal-room/rfq/1143/chat,2433144698,1,2.0
1707,devpy.vipani.ai/rfq/sellers/rfq-details/1797,395793472,1,2.0
1708,devpy.vipani.ai/rfq/buyer/rfq-details/1797,4047847828,1,2.0
1709,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1797&product=6661,3012284438,1,2.0
1710,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1797&product=6661&quoteId=1356&seller=91,1899062246,1,2.0
1711,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1798,1159929238,1,2.0
1712,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1798,2366626007,1,2.0
1713,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1798,3449192117,1,2.0
1714,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1798,1037844286,1,2.0
1715,devpy.vipani.ai/rfq/sellers/rfq-details/1798,2267564497,1,2.0
1716,devpy.vipani.ai/deal-room/rfq/1145/chat,1197421671,1,2.0
1717,devpy.vipani.ai/rfq/sellers/rfq-details/1799,4029643079,1,2.0
1718,devpy.vipani.ai/rfq/buyer/rfq-details/1799,385707155,1,2.0
1719,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1799&product=6667,2440241315,1,2.0
1720,devpy.vipani.ai/order-management/seller-parent-invoice?invoiceId=789&invoiceType=parent,2108265528,1,2.0
1721,devpy.vipani.ai/order-management/seller-invoice-view?invoiceId=850&invoiceType=child,1883416973,1,2.0
1722,devpy.vipani.ai/order-management/seller-invoice-view?invoiceId=851&invoiceType=child,2812291541,1,2.0
1723,devpy.vipani.ai/order-management/create-asn/850,1510075876,1,2.0
1724,devpy.vipani.ai/order-management/seller-shipment-details/850,738781497,1,2.0
1725,devpy.vipani.ai/order-management/create-asn/851,755424626,1,2.0
1726,devpy.vipani.ai/order-management/seller-shipment-details/851,1527765423,1,2.0
1727,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1800,2439408080,1,2.0
1728,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1800,1498066065,1,2.0
1729,devpy.vipani.ai/order-management/create-dc/744,3512351699,1,2.0
1730,devpy.vipani.ai/order-management/request-grn/744,485903315,1,2.0
1731,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1800,433261299,1,2.0
1732,devpy.vipani.ai/order-management/create-dc/745,2791115589,1,2.0
1733,devpy.vipani.ai/order-management/request-grn/745,1810987845,1,2.0
1734,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1800,3919137656,1,2.0
1735,devpy.vipani.ai/rfq/sellers/rfq-details/1800,1399668119,1,2.0
1736,devpy.vipani.ai/deal-room/rfq/1147/chat,177706348,1,2.0
1737,devpy.vipani.ai/rfq/sellers/rfq-details/1801,610929921,1,2.0
1738,devpy.vipani.ai/rfq/buyer/rfq-details/1801,3266844885,1,2.0
1739,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1801&product=6673,1153743768,1,2.0
1740,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1802,2137524476,1,2.0
1741,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1802,3074739645,1,2.0
1742,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1802,4158483423,1,2.0
1743,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1802,127347284,1,2.0
1744,devpy.vipani.ai/rfq/sellers/rfq-details/1802,3177405627,1,2.0
1745,devpy.vipani.ai/deal-room/rfq/1149/chat,815658012,1,2.0
1746,devpy.vipani.ai/rfq/sellers/rfq-details/1803,3395578925,1,2.0
1747,devpy.vipani.ai/rfq/buyer/rfq-details/1803,750156281,1,2.0
1748,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1804,2517347785,1,2.0
1749,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1803&product=6679,1165989419,1,2.0
1750,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1804,1579640968,1,2.0
1751,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1803&product=6679&quoteId=1359&seller=91,3940551118,1,2.0
1752,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1359&rfqId=1803&sellerId=91,3777372382,1,2.0
1753,devpy.vipani.ai/order-management/sent-to-supplier?id=1069,4165179601,1,2.0
1754,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1804,515821290,1,2.0
1755,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1069,2634755964,1,2.0
1756,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1804,4009004897,1,2.0
1757,devpy.vipani.ai/rfq/sellers/rfq-details/1804,1409350030,1,2.0
1758,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6688,%22rfqID%22:1804%7D",432564948,1,2.0
1759,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6689,%22rfqID%22:1804%7D",2249386314,1,2.0
1760,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6686,%22rfqID%22:1804%7D",3389482596,1,2.0
1761,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:6685,%22rfqID%22:1804%7D",2971264135,1,2.0
1762,devpy.vipani.ai/rfq/buyer/rfq-details/1804,3000167514,1,2.0
1763,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1804&product=6683,1207945530,1,2.0
1764,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1804&product=6683&quoteId=1360&seller=91,996938698,1,2.0
1765,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1360&rfqId=1804&sellerId=91,4203792716,1,2.0
1766,localhost/deal-room/general/recent/chat,1319674641,1,0.0
1767,devpy.vipani.ai/order-management/sent-to-supplier?id=1070,2558791988,1,2.0
1768,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1070,4258047641,1,2.0
1769,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1804&product=6684,3650837657,1,2.0
1770,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1804&product=6684&quoteId=1361&seller=91,3422223229,1,2.0
1771,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1361&rfqId=1804&sellerId=91,2075503723,1,2.0
1772,devpy.vipani.ai/order-management/sent-to-supplier?id=1071,4018348450,1,2.0
1773,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1071,2328598031,1,2.0
1774,devpy.vipani.ai/order-management/create-invoice?poId=1070,832348626,1,2.0
1775,devpy.vipani.ai/order-management/send-to-buyer?id=1070,2462879611,1,2.0
1776,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=790,306003425,1,2.0
1777,devpy.vipani.ai/order-management/create-invoice?poId=1071,1184600388,1,2.0
1778,devpy.vipani.ai/order-management/send-to-buyer?id=1071,3855335405,1,2.0
1779,devpy.vipani.ai/order-management/send-to-buyer-view?invoiceId=791,1698303351,1,2.0
1780,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1805,3775700319,1,2.0
1781,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1806,2013646053,1,2.0
1782,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1805,689985566,1,2.0
1783,devpy.vipani.ai/order-management/invoice-approve?invoiceId=790&invoiceType=parent,170055392,1,2.0
1784,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1806,2955479460,1,2.0
1785,devpy.vipani.ai/order-management/po-make-payemnt?invoiceId=790&invoiceType=parent,145091841,1,2.0
1786,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1805,1773796988,1,2.0
1787,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1806,4038111174,1,2.0
1788,localhost/deal-room/rfq/787/chat,1681050181,1,0.0
1789,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1806,16445005,1,2.0
1790,devpy.vipani.ai/rfq/sellers/rfq-details/1806,3121518754,1,2.0
1791,devpy.vipani.ai/deal-room/rfq/1151/chat,2058976709,1,2.0
1792,devpy.vipani.ai/rfq/sellers/rfq-details/1808,1572255141,1,2.0
1793,devpy.vipani.ai/rfq/buyer/rfq-details/1808,3143934065,1,2.0
1794,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1808&product=6698,3821252830,1,2.0
1795,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1808&product=6698&quoteId=1363&seller=91,1071877010,1,2.0
1796,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1363&rfqId=1808&sellerId=91,942987679,1,2.0
1797,devpy.vipani.ai/order-management/sent-to-supplier?id=1072,1988784152,1,2.0
1798,devpy.vipani.ai/order-management/sent-to-supplier?id=1073,26034318,1,2.0
1799,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1072,331532213,1,2.0
1800,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1073,1690695459,1,2.0
1801,localhost/deal-room/rfq/1151/chat,868754124,1,0.0
1802,devpy.vipani.ai/rfq/buyer/additional_rfq_details/1809,3904557428,1,2.0
1803,devpy.vipani.ai/rfq/buyer/rfq-product-selection/1809,546706485,1,2.0
1804,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/1809,1611641431,1,2.0
1805,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=1809,2420503516,1,2.0
1806,devpy.vipani.ai/rfq/sellers/rfq-details/1809,716277043,1,2.0
1807,devpy.vipani.ai/deal-room/rfq/1153/chat,930208974,1,2.0
1808,devpy.vipani.ai/rfq/sellers/rfq-details/1810,1249250518,1,2.0
1809,devpy.vipani.ai/rfq/buyer/rfq-details/1810,2896435458,1,2.0
1810,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=1810&product=6704,2966939733,1,2.0
1811,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=1810&product=6704&quoteId=1364&seller=91,2455816514,1,2.0
1812,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1364&rfqId=1810&sellerId=91,3458260211,1,2.0
1813,devpy.vipani.ai/order-management/sent-to-supplier?id=1074,2682901805,1,2.0
1814,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1074,4204880512,1,2.0
1815,devpy.vipani.ai/deal-room/direct/1101/chat,178115239,1,2.0
1816,devpy.vipani.ai/deal-room/direct/895/chat,1344489990,1,2.0
1817,devpy.vipani.ai/deal-room/direct/892/chat,1294367422,1,2.0
