idaction,name,hash,type,url_prefix
5255,devpy.vipani.ai/rfq/buyer/rfq-details/2077,2017252721,1,2.0
5256,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=2077&product=7898,3170731414,1,2.0
5257,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=2077&product=7898&quoteId=1726&seller=91,1155220475,1,2.0
5258,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1726&rfqId=2077&sellerId=91,2781018434,1,2.0
5259,ecomst.vipani.ai/rfq/buyer/rfq-details/421,3486517431,1,2.0
5260,ecomst.vipani.ai/rfq/sellers/rfq-details/421,4208644910,1,2.0
5261,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1457,%22rfqID%22:421%7D",2003719534,1,2.0
5262,ecomst.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=421&product=1456,268962374,1,2.0
5263,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=421&product=1456&quoteId=340&seller=509,2401684686,1,2.0
5264,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1458,%22rfqID%22:421%7D",200353103,1,2.0
5265,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=421&product=1456&quoteId=341&seller=509,344162465,1,2.0
5266,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1459,%22rfqID%22:421%7D",1855331849,1,2.0
5267,devpy.vipani.ai/prf/add-product/403,2540355073,1,2.0
5268,devpy.vipani.ai/prf/prf-details/403,3405733720,1,2.0
5269,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=421&product=1456&quoteId=342&seller=509,1662866001,1,2.0
5270,devpy.vipani.ai/rfq/buyer/create_rfq/2078,1638539221,1,2.0
5271,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2078,74861618,1,2.0
5272,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2078,1156573776,1,2.0
5273,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2078,3030756315,1,2.0
5274,devpy.vipani.ai/rfq/sellers/rfq-details/2078,240246068,1,2.0
5275,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7904,%22rfqID%22:2078%7D",1172833518,1,2.0
5276,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7905,%22rfqID%22:2078%7D",3660744560,1,2.0
5277,devpy.vipani.ai/rfq/buyer/rfq-details/2078,3900950752,1,2.0
5278,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=2078&product=7902,3669756160,1,2.0
5279,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=2078&product=7902&quoteId=1728&seller=91,2610100675,1,2.0
5280,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1728&rfqId=2078&sellerId=91,3766633113,1,2.0
5281,devpy.vipani.ai/order-management/sent-to-supplier?id=1177,119729824,1,2.0
5282,devpy.vipani.ai/prf/add-product/404,151923618,1,2.0
5283,devpy.vipani.ai/prf/prf-details/404,1419496187,1,2.0
5284,devpy.vipani.ai/rfq/buyer/create_rfq/2079,380448579,1,2.0
5285,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2079,1936817316,1,2.0
5286,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2079,870898374,1,2.0
5287,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2079,3282213709,1,2.0
5288,devpy.vipani.ai/rfq/sellers/rfq-details/2079,2035740066,1,2.0
5289,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7909,%22rfqID%22:2079%7D",1434840536,1,2.0
5290,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7908,%22rfqID%22:2079%7D",3395251782,1,2.0
5291,devpy.vipani.ai/rfq/buyer/rfq-details/2079,2676291702,1,2.0
5292,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=2079&product=7906,1088302191,1,2.0
5293,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=2079&product=7906&quoteId=1730&seller=91,1392696745,1,2.0
5294,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1730&rfqId=2079&sellerId=91,1251096492,1,2.0
5295,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1460,%22rfqID%22:421%7D",3979637022,1,2.0
5296,devpy.vipani.ai/prf/add-product/405,2114526004,1,2.0
5297,devpy.vipani.ai/prf/prf-details/405,597490285,1,2.0
5298,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=421&product=1456&quoteId=343&seller=509,4172815934,1,2.0
5299,devpy.vipani.ai/rfq/buyer/create_rfq/2080,3907619624,1,2.0
5300,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2080,2369116367,1,2.0
5301,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2080,3450633901,1,2.0
5302,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2080,1038499622,1,2.0
5303,devpy.vipani.ai/rfq/sellers/rfq-details/2080,2266122697,1,2.0
5304,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7913,%22rfqID%22:2080%7D",2093177160,1,2.0
5305,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7912,%22rfqID%22:2080%7D",3810122454,1,2.0
5306,devpy.vipani.ai/rfq/buyer/rfq-details/2080,1639996445,1,2.0
5307,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=2080&product=7910,1249412294,1,2.0
5308,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=2080&product=7910&quoteId=1732&seller=91,3820428269,1,2.0
5309,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1732&rfqId=2080&sellerId=91,1118324157,1,2.0
5310,devpy.vipani.ai/rfq/buyer/rfq-details/2061,2286174469,1,2.0
5311,devpy.vipani.ai/prf/add-product/406,3875555982,1,2.0
5312,devpy.vipani.ai/prf/prf-details/406,3130371031,1,2.0
5313,devpy.vipani.ai/rfq/buyer/create_rfq/2081,2683222974,1,2.0
5314,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2081,4197640281,1,2.0
5315,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2081,3131788859,1,2.0
5316,devpy.vipani.ai/e-commerce/category-two/edbc3b4593ca4d6ad6e94071e277b5e9,3546270312,1,2.0
5317,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2081,1256263600,1,2.0
5318,devpy.vipani.ai/rfq/sellers/rfq-details/2081,4027939167,1,2.0
5319,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7916,%22rfqID%22:2081%7D",1230813448,1,2.0
5320,devpy.vipani.ai/e-commerce/product-details/41180,289033753,1,2.0
5321,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7917,%22rfqID%22:2081%7D",3599121046,1,2.0
5322,devpy.vipani.ai/rfq/buyer/rfq-details/2081,382168203,1,2.0
5323,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=2081&product=7914,3491406249,1,2.0
5324,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=2081&product=7914&quoteId=1734&seller=91,3807664366,1,2.0
5325,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1734&rfqId=2081&sellerId=91,788778600,1,2.0
5326,devpy.vipani.ai/order-management/sent-to-supplier?id=1178,2543711025,1,2.0
5327,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1178,4074063004,1,2.0
5328,devpy.vipani.ai/prf/add-product/407,2416409112,1,2.0
5329,devpy.vipani.ai/prf/prf-details/407,3448937281,1,2.0
5330,devpy.vipani.ai/rfq/buyer/create_rfq/2082,115862020,1,2.0
5331,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2082,1664858595,1,2.0
5332,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2082,597827457,1,2.0
5333,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2082,3555221002,1,2.0
5334,devpy.vipani.ai/rfq/sellers/rfq-details/2082,1763453157,1,2.0
5335,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7921,%22rfqID%22:2082%7D",192298494,1,2.0
5336,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7920,%22rfqID%22:2082%7D",2494348896,1,2.0
5337,devpy.vipani.ai/rfq/buyer/rfq-details/2082,2412657969,1,2.0
5338,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=2082&product=7918,2781726809,1,2.0
5339,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=2082&product=7918&quoteId=1736&seller=91,1542618286,1,2.0
5340,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1736&rfqId=2082&sellerId=91,1274179241,1,2.0
5341,devpy.vipani.ai/order-management/sent-to-supplier?id=1179,3768239015,1,2.0
5342,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1179,2245161994,1,2.0
5343,devpy.vipani.ai/auction/product-info/608,1430290817,1,2.0
5344,devpy.vipani.ai/auction/bidder-req/608,2173803156,1,2.0
5345,stuam.vipani.ai/e-commerce/information/information-coming-soon,1393565852,1,0.0
5346,devpy.vipani.ai/auction/product-info/609,575123735,1,2.0
5347,ecomst.vipani.ai/user-management,1858178314,1,2.0
5348,devpy.vipani.ai/order-management/create-invoice?id=1179&poId=1179,2635291944,1,2.0
5349,devpy.vipani.ai/deal-room/rfq/1236/chat,2330165156,1,2.0
5350,devpy.vipani.ai/deal-room/rfq/1233/chat,3660508695,1,2.0
5351,devpy.vipani.ai/deal-room/rfq/1229/chat,3720529605,1,2.0
5352,localhost/templates/e-commerce/saved-search,188537239,1,0.0
5353,192.168.9.181/deal-room/direct/775/chat,2583541126,1,0.0
5354,192.168.9.181/deal-room/rfq/1238/chat,739023942,1,0.0
5355,ecomst.vipani.ai/e-commerce/product-details/70576,3960984635,1,2.0
5356,192.168.9.181/deal-room/direct/577/chat,2517636080,1,0.0
5357,192.168.9.181/deal-room/direct/430/chat,3018852293,1,0.0
5358,"ecomst.vipani.ai/e-commerce/product-oneseller/%7B%22product%22:70576,%22seller%22:%22509%22,%22parentId%22:72967,%22price%22:%221500%22%7D",1034025731,1,2.0
5359,devpy.vipani.ai/e-commerce/product-details/70576,2278834826,1,2.0
5360,devpy.vipani.ai/auction/seller-auction-details/609,2462762833,1,2.0
5361,devpy.vipani.ai/auction/seller-auction-details/610,4060958388,1,2.0
5362,devpy.vipani.ai/deal-room/rfq/1238/chat,2968067796,1,2.0
5363,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=2082&product=7919,3536517327,1,2.0
5364,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=2082&product=7919&quoteId=1737&seller=91,458868297,1,2.0
5365,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1737&rfqId=2082&sellerId=91,3403090830,1,2.0
5366,devpy.vipani.ai/order-management/sent-to-supplier?id=1180,517892044,1,2.0
5367,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1180,2073481313,1,2.0
5368,devpy.vipani.ai/order-management/send-to-buyer?id=1179,3939655144,1,2.0
5369,devpy.vipani.ai/order-management/create-invoice?id=1180&poId=1180,1787713719,1,2.0
5370,devpy.vipani.ai/order-management/send-to-buyer?id=1180,345438595,1,2.0
5371,localhost/e-commerce/product-details/12687,313080491,1,0.0
5372,localhost/e-commerce/search-products/back,1921519103,1,0.0
5373,devpy.vipani.ai/buyer-auction/buyer-auction-details/610,2414018243,1,2.0
5374,localhost/e-commerce/saved-search,1011655429,1,0.0
5375,localhost/site-management/website_banner,1859108410,1,0.0
5376,localhost/site-management/feature_product_banner,1093228002,1,0.0
5377,localhost/site-management/recommended_banner,3589752146,1,0.0
5378,localhost/site-management/about_company,3870512611,1,0.0
5379,devpy.vipani.ai/rfq/buyer/rfq-details/1652,744001568,1,2.0
5380,demopy.vipani.ai/e-commerce/category-four/5fbee8562c8c6e8292f439bb39e2ca08,1425140703,1,2.0
5381,192.168.9.181/templates/e-commerce/site-management/blank-website,3304054956,1,0.0
5382,192.168.9.181/templates/e-commerce/site-management/select-web-template,1869199609,1,0.0
5383,192.168.9.181/templates/e-commerce/site-management/create-template,3610532725,1,0.0
5384,localhost/e-commerce/search-products/air%2520com,629906202,1,0.0
5385,localhost/e-commerce/search-products/back%2520pull,1616839085,1,0.0
5386,localhost/e-commerce/search-products/back%2520pul,3773106389,1,0.0
5387,devpy.vipani.ai/e-commerce/saved-search,1966996492,1,2.0
5388,devpy.vipani.ai/prf/add-product/409,2009028383,1,2.0
5389,devpy.vipani.ai/prf/prf-details/409,707442246,1,2.0
5390,devpy.vipani.ai/rfq/buyer/create_rfq/2096,412163932,1,2.0
5391,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2096,2102217915,1,2.0
5392,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2096,1037363929,1,2.0
5393,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2096,3449727826,1,2.0
5394,ecomst.vipani.ai/rfq/buyer/rfq-details/423,568224155,1,2.0
5395,ecomst.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=423&product=1463,2854316455,1,2.0
5396,ecomst.vipani.ai/rfq/sellers/rfq-details/423,349483522,1,2.0
5397,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1464,%22rfqID%22:423%7D",164647628,1,2.0
5398,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1465,%22rfqID%22:423%7D",1823959434,1,2.0
5399,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=423&product=1463&quoteId=344&seller=509,2340393701,1,2.0
5400,ecomst.vipani.ai/rfq/buyer/generate-po?quoteId=344&rfqId=423&sellerId=509,3873351704,1,2.0
5401,ecomst.vipani.ai/rfq/sellers/rfq-details/422,1674805908,1,2.0
5402,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1462,%22rfqID%22:422%7D",894412924,1,2.0
5403,ecomst.vipani.ai/rfq/buyer/rfq-details/422,1457084685,1,2.0
5404,ecomst.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=422&product=1461,3642812925,1,2.0
5405,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=422&product=1461&quoteId=345&seller=509,1225852314,1,2.0
5406,ecomst.vipani.ai/rfq/buyer/generate-po?quoteId=345&rfqId=422&sellerId=509,4210306121,1,2.0
5407,192.168.9.181/site-management,1641857820,1,0.0
5408,localhost/deal-room/rfq/1246/chat,104144419,1,0.0
5409,localhost/deal-room/rfq/1238/chat,4187505117,1,0.0
5410,devpy.vipani.ai/prf/add-product/410,393797370,1,2.0
5411,devpy.vipani.ai/prf/prf-details/410,1257062307,1,2.0
5412,devpy.vipani.ai/rfq/buyer/create_rfq/2097,1872113610,1,2.0
5413,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2097,172653613,1,2.0
5414,ecomst.vipani.ai/deal-room/rfq/179/chat,1328696497,1,2.0
5415,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2097,1255397967,1,2.0
5416,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2097,3130629060,1,2.0
5417,ecomst.vipani.ai/order-management/sent-to-supplier?id=133&poId=133,3437697690,1,2.0
5418,devpy.vipani.ai/prf/add-product/411,1618996844,1,2.0
5419,devpy.vipani.ai/prf/prf-details/411,1038749493,1,2.0
5420,devpy.vipani.ai/rfq/buyer/create_rfq/2098,4280889947,1,2.0
5421,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2098,2599772604,1,2.0
5422,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2098,3664562142,1,2.0
5423,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2098,707167829,1,2.0
5424,devpy.vipani.ai/e-commerce/category-three/f871749eb3a4f03f554ab3f07e5556c0,3905965991,1,2.0
5425,devpy.vipani.ai/e-commerce/category-four/232430f9b96626b516e75ea921a9d2f5,3559607445,1,2.0
5426,devpy.vipani.ai/e-commerce/product-details/13998,1778442537,1,2.0
5427,devpy.vipani.ai/prf/add-product/412,4185309142,1,2.0
5428,devpy.vipani.ai/prf/add-product/413,2389806912,1,2.0
5429,devpy.vipani.ai/prf/add-product/414,269818595,1,2.0
5430,devpy.vipani.ai/prf/prf-details/414,1300298682,1,2.0
5431,devpy.vipani.ai/rfq/buyer/create_rfq/2099,2284716749,1,2.0
5432,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2099,3992080682,1,2.0
5433,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2099,2909534024,1,2.0
5434,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2099,1562490563,1,2.0
5435,devpy.vipani.ai/prf/prf-details/413,3554962969,1,2.0
5436,devpy.vipani.ai/e-commerce/search-products/sec,3009816561,1,2.0
5437,devpy.vipani.ai/e-commerce/search-products/dell,374937018,1,2.0
5438,devpy.vipani.ai/e-commerce/search-products/laptop,2439487081,1,2.0
5439,devpy.vipani.ai/e-commerce/search-products/Fil,2915848727,1,2.0
5440,ecomst.vipani.ai/prf/add-product/76,784523905,1,2.0
5441,devpy.vipani.ai/prf/add-product/415,1729243765,1,2.0
5442,devpy.vipani.ai/prf/prf-details/415,981977900,1,2.0
5443,devpy.vipani.ai/rfq/buyer/create_rfq/2100,569535255,1,2.0
5444,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2100,1143879920,1,2.0
5445,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2100,79142546,1,2.0
5446,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2100,4110278425,1,2.0
5447,devpy.vipani.ai/prf/add-product/416,4263214031,1,2.0
5448,devpy.vipani.ai/prf/prf-details/416,2744031894,1,2.0
5449,ecomst.vipani.ai/prf/prf-details/76,3543710075,1,2.0
5450,devpy.vipani.ai/rfq/buyer/create_rfq/2101,1458920321,1,2.0
5451,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2101,858327142,1,2.0
5452,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2101,1940958724,1,2.0
5453,devpy.vipani.ai/dynamic-module/e-commerce/saved-search,3267190934,1,2.0
5454,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2101,2214260623,1,2.0
5455,devpy.vipani.ai/deal-room/direct/1239/chat,1504267700,1,2.0
5456,devpy.vipani.ai/prf/add-product/417,2300332889,1,2.0
5457,devpy.vipani.ai/prf/prf-details/417,3565791744,1,2.0
5458,devpy.vipani.ai/rfq/buyer/create_rfq/2102,3489401403,1,2.0
5459,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2102,2854246876,1,2.0
5460,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2102,3938058174,1,2.0
5461,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2102,452181557,1,2.0
5462,devpy.vipani.ai/prf/add-product/418,430134984,1,2.0
5463,devpy.vipani.ai/prf/prf-details/418,1144436625,1,2.0
5464,devpy.vipani.ai/rfq/buyer/create_rfq/2103,3103472301,1,2.0
5465,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2103,3710347594,1,2.0
5466,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2103,2646527784,1,2.0
5467,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2103,1844743843,1,2.0
5468,devpy.vipani.ai/prf/add-product/419,1856267870,1,2.0
5469,devpy.vipani.ai/prf/prf-details/419,858883847,1,2.0
5470,devpy.vipani.ai/rfq/buyer/create_rfq/2104,647999246,1,2.0
5471,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2104,1128529129,1,2.0
5472,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2104,64641675,1,2.0
5473,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2104,4086307584,1,2.0
5474,devpy.vipani.ai/prf/add-product/420,1012239673,1,2.0
5475,devpy.vipani.ai/prf/prf-details/420,1640000608,1,2.0
5476,devpy.vipani.ai/rfq/buyer/create_rfq/2105,1368956824,1,2.0
5477,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2105,876924031,1,2.0
5478,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2105,1960667677,1,2.0
5479,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2105,2224499606,1,2.0
5480,devpy.vipani.ai/rfq/sellers/rfq-details/2105,1046699385,1,2.0
5481,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7989,%22rfqID%22:2105%7D",3748428757,1,2.0
5482,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7988,%22rfqID%22:2105%7D",1085732939,1,2.0
5483,devpy.vipani.ai/rfq/buyer/rfq-details/2105,3635497133,1,2.0
5484,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=2105&product=7986,2543561153,1,2.0
5485,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=2105&product=7986&quoteId=1750&seller=91,2047927994,1,2.0
5486,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1750&rfqId=2105&sellerId=91,1741001689,1,2.0
5487,devpy.vipani.ai/auction/seller-auction-details/611,2232057378,1,2.0
5488,devpy.vipani.ai/order-management/sent-to-supplier?id=1182,4040165088,1,2.0
5489,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1182,2509812045,1,2.0
5490,devpy.vipani.ai/prf/add-product/421,1263713711,1,2.0
5491,devpy.vipani.ai/prf/prf-details/421,382164214,1,2.0
5492,devpy.vipani.ai/rfq/buyer/create_rfq/2106,3364998690,1,2.0
5493,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2106,2907545029,1,2.0
5494,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2106,3990109095,1,2.0
5495,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2106,496925228,1,2.0
5496,devpy.vipani.ai/rfq/sellers/rfq-details/2106,2808745155,1,2.0
5497,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7993,%22rfqID%22:2106%7D",466073840,1,2.0
5498,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7992,%22rfqID%22:2106%7D",2216508270,1,2.0
5499,devpy.vipani.ai/rfq/buyer/rfq-details/2106,1102584087,1,2.0
5500,devpy.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=2106&product=7990,461510766,1,2.0
5501,devpy.vipani.ai/rfq/buyer/quote-details?rfqId=2106&product=7990&quoteId=1752&seller=91,1839964741,1,2.0
5502,devpy.vipani.ai/rfq/buyer/generate-po?quoteId=1752&rfqId=2106&sellerId=91,53752600,1,2.0
5503,devpy.vipani.ai/order-management/sent-to-supplier?id=1183,2279028342,1,2.0
5504,devpy.vipani.ai/order-management/sent-to-supplier-view?id=1183,3802104283,1,2.0
5505,ecomst.vipani.ai/e-commerce/category-two/68e71e4a5d5be8096abba2d283c1e570,2048933620,1,2.0
5506,ecomst.vipani.ai/e-commerce/category-three/6e13189d10feed9bd550e127c9a11c2a,2996757703,1,2.0
5507,devpy.vipani.ai/hub/user/556,2206886431,1,2.0
5508,devpy.vipani.ai/hub/request-for-quote,2244900349,1,2.0
5509,localhost/e-commerce/search-products/back%2520pullout,2324029166,1,0.0
5510,ecomst.vipani.ai/e-commerce/product-details/11858,113089064,1,2.0
5511,ecomst.vipani.ai/rfq/buyer/rfq-details/424,3216702520,1,2.0
5512,ecomst.vipani.ai/rfq/sellers/view-rfq-details?id=424,4012374450,1,2.0
5513,ecomst.vipani.ai/rfq/sellers/rfq-details/424,2326800289,1,2.0
5514,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1469,%22rfqID%22:424%7D",576089304,1,2.0
5515,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1470,%22rfqID%22:424%7D",1160774322,1,2.0
5516,ecomst.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=424&product=1467,3363899262,1,2.0
5517,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=424&product=1467&quoteId=346&seller=509,980483066,1,2.0
5518,ecomst.vipani.ai/rfq/buyer/generate-po?quoteId=346&rfqId=424&sellerId=509,1512623831,1,2.0
5519,ecomst.vipani.ai/rfq/buyer/rfq-product-selection/425,2606695006,1,2.0
5520,ecomst.vipani.ai/rfq/buyer/rfq-seller-selection/425,3635080741,1,2.0
5521,ecomst.vipani.ai/rfq/buyer/rfq-details/425,3367881902,1,2.0
5522,ecomst.vipani.ai/rfq/sellers/rfq-details/425,4256634679,1,2.0
5523,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1473,%22rfqID%22:425%7D",1378166813,1,2.0
5524,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1475,%22rfqID%22:425%7D",3590763976,1,2.0
5525,devpy.vipani.ai/order-management/create-invoice?id=1183&poId=1183,1785032460,1,2.0
5526,devpy.vipani.ai/order-management/send-to-buyer?id=1183,2376050745,1,2.0
5527,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1476,%22rfqID%22:425%7D",2041575426,1,2.0
5528,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1477,%22rfqID%22:425%7D",482919236,1,2.0
5529,devpy.vipani.ai/order-management/seller-po-view?id=1183&poId=1183,2130860218,1,2.0
5530,devpy.vipani.ai/order-management/create-invoice?id=1182&poId=1182,3706486874,1,2.0
5531,devpy.vipani.ai/order-management/send-to-buyer?id=1182,4204304559,1,2.0
5532,devpy.vipani.ai/e-commerce/search-products/fil,2508264695,1,2.0
5533,devpy.vipani.ai/e-commerce/search-products/hru,1380080295,1,2.0
5534,devpy.vipani.ai/e-commerce/search-products/raj,2937335910,1,2.0
5535,"ecomst.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:1478,%22rfqID%22:425%7D",1616360293,1,2.0
5536,devpy.vipani.ai/deal-room/rfq/1250/chat,1063954819,1,2.0
5537,devpy.vipani.ai/e-commerce/search-products/s,943520010,1,2.0
5538,ecomst.vipani.ai/rfq/buyer/rfq-product-quote-list?rfqId=425&product=1472,1023353798,1,2.0
5539,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=425&product=1472&quoteId=347&seller=509,1821232124,1,2.0
5540,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=425&product=1472&quoteId=348&seller=509,504976525,1,2.0
5541,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=425&product=1472&quoteId=349&seller=509,2243696866,1,2.0
5542,ecomst.vipani.ai/rfq/buyer/quote-details?rfqId=425&product=1472&quoteId=350&seller=509,3313761270,1,2.0
5543,devpy.vipani.ai/e-commerce/vendor-profile/44,3618218296,1,2.0
5544,localhost/e-commerce/search-products/delta%2520one,281827454,1,0.0
5545,localhost/e-commerce/search-products/delta%2520crimping,3106832664,1,0.0
5546,devpy.vipani.ai/prf/add-product/422,3529239573,1,2.0
5547,devpy.vipani.ai/prf/prf-details/422,2412645708,1,2.0
5548,devpy.vipani.ai/rfq/buyer/create_rfq/2108,791274277,1,2.0
5549,devpy.vipani.ai/rfq/buyer/rfq-product-selection/2108,1257615554,1,2.0
5550,devpy.vipani.ai/rfq/buyer/rfq-seller-selection/2108,174855840,1,2.0
5551,devpy.vipani.ai/rfq/sellers/view-rfq-details?id=2108,4196816683,1,2.0
5552,devpy.vipani.ai/rfq/sellers/rfq-details/2108,1087513028,1,2.0
5553,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7999,%22rfqID%22:2108%7D",976144328,1,2.0
5554,"devpy.vipani.ai/rfq/sellers/create-quote?data=%7B%22product%22:7998,%22rfqID%22:2108%7D",2784248918,1,2.0
5555,devpy.vipani.ai/rfq/buyer/rfq-details/2108,2785031184,1,2.0
